"","Date","Region","Value","lat","long"
"1054",2011-01-03,"PEST",155,47.4942216,19.0529846
"1055",2011-01-03,"SOMOGY",4,46.439656,17.6212956
"1056",2011-01-03,"SZABOLCS-SZATMÁR-BEREG",17,48.0297821,22.0040108
"1057",2011-01-03,"TOLNA",1,46.4883447,18.5050005
"1058",2011-01-03,"VAS",27,47.1371935,16.780898
"1059",2011-01-03,"VESZPRÉM",68,47.0933824,17.9080406
"1060",2011-01-03,"ZALA",16,46.6713343,16.8894692
"1061",2011-01-10,"BUDAPEST",333,47.4978789,19.0402383
"1062",2011-01-10,"BARANYA",38,45.9714436,18.1669246
"1063",2011-01-10,"BÁCS-KISKUN",41,46.5809294,19.5128532
"1064",2011-01-10,"BÉKÉS",149,46.7862993,20.9820736
"1065",2011-01-10,"BORSOD-ABAÚJ-ZEMPLÉN",93,48.2397936,21.1353474
"1066",2011-01-10,"CSONGRÁD",72,46.7097618,20.1537305
"1067",2011-01-10,"FEJÉR",26,47.0939434,18.6088562
"1068",2011-01-10,"GYOR-MOSON-SOPRON",52,47.6610134,17.3796437
"1069",2011-01-10,"HAJDÚ-BIHAR",35,47.4407848,21.4752281
"1070",2011-01-10,"HEVES",22,47.7884409,20.1714412
"1071",2011-01-10,"JÁSZ-NAGYKUN-SZOLNOK",90,47.2971598,20.453178
"1072",2011-01-10,"KOMÁROM-ESZTERGOM",63,47.6511599,18.2551911
"1073",2011-01-10,"NÓGRÁD",13,47.9873616,19.5472495
"1074",2011-01-10,"PEST",240,47.4942216,19.0529846
"1075",2011-01-10,"SOMOGY",27,46.439656,17.6212956
"1076",2011-01-10,"SZABOLCS-SZATMÁR-BEREG",14,48.0297821,22.0040108
"1077",2011-01-10,"TOLNA",32,46.4883447,18.5050005
"1078",2011-01-10,"VAS",115,47.1371935,16.780898
"1079",2011-01-10,"VESZPRÉM",55,47.0933824,17.9080406
"1080",2011-01-10,"ZALA",86,46.6713343,16.8894692
"1081",2011-01-17,"BUDAPEST",145,47.4978789,19.0402383
"1082",2011-01-17,"BARANYA",18,45.9714436,18.1669246
"1083",2011-01-17,"BÁCS-KISKUN",15,46.5809294,19.5128532
"1084",2011-01-17,"BÉKÉS",95,46.7862993,20.9820736
"1085",2011-01-17,"BORSOD-ABAÚJ-ZEMPLÉN",66,48.2397936,21.1353474
"1086",2011-01-17,"CSONGRÁD",24,46.7097618,20.1537305
"1087",2011-01-17,"FEJÉR",29,47.0939434,18.6088562
"1088",2011-01-17,"GYOR-MOSON-SOPRON",27,47.6610134,17.3796437
"1089",2011-01-17,"HAJDÚ-BIHAR",25,47.4407848,21.4752281
"1090",2011-01-17,"HEVES",5,47.7884409,20.1714412
"1091",2011-01-17,"JÁSZ-NAGYKUN-SZOLNOK",152,47.2971598,20.453178
"1092",2011-01-17,"KOMÁROM-ESZTERGOM",55,47.6511599,18.2551911
"1093",2011-01-17,"NÓGRÁD",19,47.9873616,19.5472495
"1094",2011-01-17,"PEST",86,47.4942216,19.0529846
"1095",2011-01-17,"SOMOGY",13,46.439656,17.6212956
"1096",2011-01-17,"SZABOLCS-SZATMÁR-BEREG",67,48.0297821,22.0040108
"1097",2011-01-17,"TOLNA",7,46.4883447,18.5050005
"1098",2011-01-17,"VAS",3,47.1371935,16.780898
"1099",2011-01-17,"VESZPRÉM",38,47.0933824,17.9080406
"1100",2011-01-17,"ZALA",56,46.6713343,16.8894692
"1101",2011-01-24,"BUDAPEST",208,47.4978789,19.0402383
"1102",2011-01-24,"BARANYA",51,45.9714436,18.1669246
"1103",2011-01-24,"BÁCS-KISKUN",28,46.5809294,19.5128532
"1104",2011-01-24,"BÉKÉS",34,46.7862993,20.9820736
"1105",2011-01-24,"BORSOD-ABAÚJ-ZEMPLÉN",65,48.2397936,21.1353474
"1106",2011-01-24,"CSONGRÁD",65,46.7097618,20.1537305
"1107",2011-01-24,"FEJÉR",22,47.0939434,18.6088562
"1108",2011-01-24,"GYOR-MOSON-SOPRON",86,47.6610134,17.3796437
"1109",2011-01-24,"HAJDÚ-BIHAR",34,47.4407848,21.4752281
"1110",2011-01-24,"HEVES",6,47.7884409,20.1714412
"1111",2011-01-24,"JÁSZ-NAGYKUN-SZOLNOK",107,47.2971598,20.453178
"1112",2011-01-24,"KOMÁROM-ESZTERGOM",39,47.6511599,18.2551911
"1113",2011-01-24,"NÓGRÁD",9,47.9873616,19.5472495
"1114",2011-01-24,"PEST",93,47.4942216,19.0529846
"1115",2011-01-24,"SOMOGY",22,46.439656,17.6212956
"1116",2011-01-24,"SZABOLCS-SZATMÁR-BEREG",52,48.0297821,22.0040108
"1117",2011-01-24,"TOLNA",38,46.4883447,18.5050005
"1118",2011-01-24,"VAS",50,47.1371935,16.780898
"1119",2011-01-24,"VESZPRÉM",70,47.0933824,17.9080406
"1120",2011-01-24,"ZALA",41,46.6713343,16.8894692
"1121",2011-01-31,"BUDAPEST",174,47.4978789,19.0402383
"1122",2011-01-31,"BARANYA",31,45.9714436,18.1669246
"1123",2011-01-31,"BÁCS-KISKUN",23,46.5809294,19.5128532
"1124",2011-01-31,"BÉKÉS",76,46.7862993,20.9820736
"1125",2011-01-31,"BORSOD-ABAÚJ-ZEMPLÉN",61,48.2397936,21.1353474
"1126",2011-01-31,"CSONGRÁD",24,46.7097618,20.1537305
"1127",2011-01-31,"FEJÉR",20,47.0939434,18.6088562
"1128",2011-01-31,"GYOR-MOSON-SOPRON",57,47.6610134,17.3796437
"1129",2011-01-31,"HAJDÚ-BIHAR",28,47.4407848,21.4752281
"1130",2011-01-31,"HEVES",17,47.7884409,20.1714412
"1131",2011-01-31,"JÁSZ-NAGYKUN-SZOLNOK",67,47.2971598,20.453178
"1132",2011-01-31,"KOMÁROM-ESZTERGOM",24,47.6511599,18.2551911
"1133",2011-01-31,"NÓGRÁD",11,47.9873616,19.5472495
"1134",2011-01-31,"PEST",108,47.4942216,19.0529846
"1135",2011-01-31,"SOMOGY",15,46.439656,17.6212956
"1136",2011-01-31,"SZABOLCS-SZATMÁR-BEREG",40,48.0297821,22.0040108
"1137",2011-01-31,"TOLNA",8,46.4883447,18.5050005
"1138",2011-01-31,"VAS",27,47.1371935,16.780898
"1139",2011-01-31,"VESZPRÉM",60,47.0933824,17.9080406
"1140",2011-01-31,"ZALA",43,46.6713343,16.8894692
"1141",2011-02-07,"BUDAPEST",128,47.4978789,19.0402383
"1142",2011-02-07,"BARANYA",28,45.9714436,18.1669246
"1143",2011-02-07,"BÁCS-KISKUN",31,46.5809294,19.5128532
"1144",2011-02-07,"BÉKÉS",47,46.7862993,20.9820736
"1145",2011-02-07,"BORSOD-ABAÚJ-ZEMPLÉN",79,48.2397936,21.1353474
"1146",2011-02-07,"CSONGRÁD",42,46.7097618,20.1537305
"1147",2011-02-07,"FEJÉR",64,47.0939434,18.6088562
"1148",2011-02-07,"GYOR-MOSON-SOPRON",76,47.6610134,17.3796437
"1149",2011-02-07,"HAJDÚ-BIHAR",43,47.4407848,21.4752281
"1150",2011-02-07,"HEVES",8,47.7884409,20.1714412
"1151",2011-02-07,"JÁSZ-NAGYKUN-SZOLNOK",101,47.2971598,20.453178
"1152",2011-02-07,"KOMÁROM-ESZTERGOM",34,47.6511599,18.2551911
"1153",2011-02-07,"NÓGRÁD",18,47.9873616,19.5472495
"1154",2011-02-07,"PEST",145,47.4942216,19.0529846
"1155",2011-02-07,"SOMOGY",28,46.439656,17.6212956
"1156",2011-02-07,"SZABOLCS-SZATMÁR-BEREG",62,48.0297821,22.0040108
"1157",2011-02-07,"TOLNA",41,46.4883447,18.5050005
"1158",2011-02-07,"VAS",44,47.1371935,16.780898
"1159",2011-02-07,"VESZPRÉM",69,47.0933824,17.9080406
"1160",2011-02-07,"ZALA",21,46.6713343,16.8894692
"1161",2011-02-14,"BUDAPEST",190,47.4978789,19.0402383
"1162",2011-02-14,"BARANYA",53,45.9714436,18.1669246
"1163",2011-02-14,"BÁCS-KISKUN",17,46.5809294,19.5128532
"1164",2011-02-14,"BÉKÉS",76,46.7862993,20.9820736
"1165",2011-02-14,"BORSOD-ABAÚJ-ZEMPLÉN",63,48.2397936,21.1353474
"1166",2011-02-14,"CSONGRÁD",58,46.7097618,20.1537305
"1167",2011-02-14,"FEJÉR",41,47.0939434,18.6088562
"1168",2011-02-14,"GYOR-MOSON-SOPRON",42,47.6610134,17.3796437
"1169",2011-02-14,"HAJDÚ-BIHAR",46,47.4407848,21.4752281
"1170",2011-02-14,"HEVES",41,47.7884409,20.1714412
"1171",2011-02-14,"JÁSZ-NAGYKUN-SZOLNOK",136,47.2971598,20.453178
"1172",2011-02-14,"KOMÁROM-ESZTERGOM",41,47.6511599,18.2551911
"1173",2011-02-14,"NÓGRÁD",5,47.9873616,19.5472495
"1174",2011-02-14,"PEST",77,47.4942216,19.0529846
"1175",2011-02-14,"SOMOGY",16,46.439656,17.6212956
"1176",2011-02-14,"SZABOLCS-SZATMÁR-BEREG",38,48.0297821,22.0040108
"1177",2011-02-14,"TOLNA",43,46.4883447,18.5050005
"1178",2011-02-14,"VAS",9,47.1371935,16.780898
"1179",2011-02-14,"VESZPRÉM",88,47.0933824,17.9080406
"1180",2011-02-14,"ZALA",46,46.6713343,16.8894692
"1181",2011-02-21,"BUDAPEST",228,47.4978789,19.0402383
"1182",2011-02-21,"BARANYA",46,45.9714436,18.1669246
"1183",2011-02-21,"BÁCS-KISKUN",32,46.5809294,19.5128532
"1184",2011-02-21,"BÉKÉS",102,46.7862993,20.9820736
"1185",2011-02-21,"BORSOD-ABAÚJ-ZEMPLÉN",164,48.2397936,21.1353474
"1186",2011-02-21,"CSONGRÁD",72,46.7097618,20.1537305
"1187",2011-02-21,"FEJÉR",54,47.0939434,18.6088562
"1188",2011-02-21,"GYOR-MOSON-SOPRON",67,47.6610134,17.3796437
"1189",2011-02-21,"HAJDÚ-BIHAR",55,47.4407848,21.4752281
"1190",2011-02-21,"HEVES",22,47.7884409,20.1714412
"1191",2011-02-21,"JÁSZ-NAGYKUN-SZOLNOK",82,47.2971598,20.453178
"1192",2011-02-21,"KOMÁROM-ESZTERGOM",61,47.6511599,18.2551911
"1193",2011-02-21,"NÓGRÁD",14,47.9873616,19.5472495
"1194",2011-02-21,"PEST",189,47.4942216,19.0529846
"1195",2011-02-21,"SOMOGY",24,46.439656,17.6212956
"1196",2011-02-21,"SZABOLCS-SZATMÁR-BEREG",102,48.0297821,22.0040108
"1197",2011-02-21,"TOLNA",43,46.4883447,18.5050005
"1198",2011-02-21,"VAS",30,47.1371935,16.780898
"1199",2011-02-21,"VESZPRÉM",98,47.0933824,17.9080406
"1200",2011-02-21,"ZALA",35,46.6713343,16.8894692
"1201",2011-02-28,"BUDAPEST",149,47.4978789,19.0402383
"1202",2011-02-28,"BARANYA",37,45.9714436,18.1669246
"1203",2011-02-28,"BÁCS-KISKUN",46,46.5809294,19.5128532
"1204",2011-02-28,"BÉKÉS",44,46.7862993,20.9820736
"1205",2011-02-28,"BORSOD-ABAÚJ-ZEMPLÉN",93,48.2397936,21.1353474
"1206",2011-02-28,"CSONGRÁD",53,46.7097618,20.1537305
"1207",2011-02-28,"FEJÉR",69,47.0939434,18.6088562
"1208",2011-02-28,"GYOR-MOSON-SOPRON",41,47.6610134,17.3796437
"1209",2011-02-28,"HAJDÚ-BIHAR",24,47.4407848,21.4752281
"1210",2011-02-28,"HEVES",30,47.7884409,20.1714412
"1211",2011-02-28,"JÁSZ-NAGYKUN-SZOLNOK",135,47.2971598,20.453178
"1212",2011-02-28,"KOMÁROM-ESZTERGOM",28,47.6511599,18.2551911
"1213",2011-02-28,"NÓGRÁD",4,47.9873616,19.5472495
"1214",2011-02-28,"PEST",142,47.4942216,19.0529846
"1215",2011-02-28,"SOMOGY",26,46.439656,17.6212956
"1216",2011-02-28,"SZABOLCS-SZATMÁR-BEREG",48,48.0297821,22.0040108
"1217",2011-02-28,"TOLNA",47,46.4883447,18.5050005
"1218",2011-02-28,"VAS",10,47.1371935,16.780898
"1219",2011-02-28,"VESZPRÉM",42,47.0933824,17.9080406
"1220",2011-02-28,"ZALA",46,46.6713343,16.8894692
"1221",2011-03-07,"BUDAPEST",181,47.4978789,19.0402383
"1222",2011-03-07,"BARANYA",43,45.9714436,18.1669246
"1223",2011-03-07,"BÁCS-KISKUN",45,46.5809294,19.5128532
"1224",2011-03-07,"BÉKÉS",55,46.7862993,20.9820736
"1225",2011-03-07,"BORSOD-ABAÚJ-ZEMPLÉN",173,48.2397936,21.1353474
"1226",2011-03-07,"CSONGRÁD",10,46.7097618,20.1537305
"1227",2011-03-07,"FEJÉR",57,47.0939434,18.6088562
"1228",2011-03-07,"GYOR-MOSON-SOPRON",63,47.6610134,17.3796437
"1229",2011-03-07,"HAJDÚ-BIHAR",47,47.4407848,21.4752281
"1230",2011-03-07,"HEVES",38,47.7884409,20.1714412
"1231",2011-03-07,"JÁSZ-NAGYKUN-SZOLNOK",161,47.2971598,20.453178
"1232",2011-03-07,"KOMÁROM-ESZTERGOM",51,47.6511599,18.2551911
"1233",2011-03-07,"NÓGRÁD",6,47.9873616,19.5472495
"1234",2011-03-07,"PEST",140,47.4942216,19.0529846
"1235",2011-03-07,"SOMOGY",41,46.439656,17.6212956
"1236",2011-03-07,"SZABOLCS-SZATMÁR-BEREG",125,48.0297821,22.0040108
"1237",2011-03-07,"TOLNA",39,46.4883447,18.5050005
"1238",2011-03-07,"VAS",34,47.1371935,16.780898
"1239",2011-03-07,"VESZPRÉM",132,47.0933824,17.9080406
"1240",2011-03-07,"ZALA",35,46.6713343,16.8894692
"1241",2011-03-14,"BUDAPEST",131,47.4978789,19.0402383
"1242",2011-03-14,"BARANYA",51,45.9714436,18.1669246
"1243",2011-03-14,"BÁCS-KISKUN",24,46.5809294,19.5128532
"1244",2011-03-14,"BÉKÉS",37,46.7862993,20.9820736
"1245",2011-03-14,"BORSOD-ABAÚJ-ZEMPLÉN",95,48.2397936,21.1353474
"1246",2011-03-14,"CSONGRÁD",36,46.7097618,20.1537305
"1247",2011-03-14,"FEJÉR",61,47.0939434,18.6088562
"1248",2011-03-14,"GYOR-MOSON-SOPRON",51,47.6610134,17.3796437
"1249",2011-03-14,"HAJDÚ-BIHAR",59,47.4407848,21.4752281
"1250",2011-03-14,"HEVES",25,47.7884409,20.1714412
"1251",2011-03-14,"JÁSZ-NAGYKUN-SZOLNOK",112,47.2971598,20.453178
"1252",2011-03-14,"KOMÁROM-ESZTERGOM",55,47.6511599,18.2551911
"1253",2011-03-14,"NÓGRÁD",6,47.9873616,19.5472495
"1254",2011-03-14,"PEST",120,47.4942216,19.0529846
"1255",2011-03-14,"SOMOGY",43,46.439656,17.6212956
"1256",2011-03-14,"SZABOLCS-SZATMÁR-BEREG",56,48.0297821,22.0040108
"1257",2011-03-14,"TOLNA",11,46.4883447,18.5050005
"1258",2011-03-14,"VAS",31,47.1371935,16.780898
"1259",2011-03-14,"VESZPRÉM",153,47.0933824,17.9080406
"1260",2011-03-14,"ZALA",42,46.6713343,16.8894692
"1261",2011-03-21,"BUDAPEST",227,47.4978789,19.0402383
"1262",2011-03-21,"BARANYA",58,45.9714436,18.1669246
"1263",2011-03-21,"BÁCS-KISKUN",29,46.5809294,19.5128532
"1264",2011-03-21,"BÉKÉS",43,46.7862993,20.9820736
"1265",2011-03-21,"BORSOD-ABAÚJ-ZEMPLÉN",192,48.2397936,21.1353474
"1266",2011-03-21,"CSONGRÁD",22,46.7097618,20.1537305
"1267",2011-03-21,"FEJÉR",73,47.0939434,18.6088562
"1268",2011-03-21,"GYOR-MOSON-SOPRON",48,47.6610134,17.3796437
"1269",2011-03-21,"HAJDÚ-BIHAR",56,47.4407848,21.4752281
"1270",2011-03-21,"HEVES",82,47.7884409,20.1714412
"1271",2011-03-21,"JÁSZ-NAGYKUN-SZOLNOK",106,47.2971598,20.453178
"1272",2011-03-21,"KOMÁROM-ESZTERGOM",74,47.6511599,18.2551911
"1273",2011-03-21,"NÓGRÁD",29,47.9873616,19.5472495
"1274",2011-03-21,"PEST",312,47.4942216,19.0529846
"1275",2011-03-21,"SOMOGY",82,46.439656,17.6212956
"1276",2011-03-21,"SZABOLCS-SZATMÁR-BEREG",184,48.0297821,22.0040108
"1277",2011-03-21,"TOLNA",53,46.4883447,18.5050005
"1278",2011-03-21,"VAS",17,47.1371935,16.780898
"1279",2011-03-21,"VESZPRÉM",90,47.0933824,17.9080406
"1280",2011-03-21,"ZALA",43,46.6713343,16.8894692
"1281",2011-03-28,"BUDAPEST",158,47.4978789,19.0402383
"1282",2011-03-28,"BARANYA",38,45.9714436,18.1669246
"1283",2011-03-28,"BÁCS-KISKUN",19,46.5809294,19.5128532
"1284",2011-03-28,"BÉKÉS",54,46.7862993,20.9820736
"1285",2011-03-28,"BORSOD-ABAÚJ-ZEMPLÉN",144,48.2397936,21.1353474
"1286",2011-03-28,"CSONGRÁD",150,46.7097618,20.1537305
"1287",2011-03-28,"FEJÉR",96,47.0939434,18.6088562
"1288",2011-03-28,"GYOR-MOSON-SOPRON",38,47.6610134,17.3796437
"1289",2011-03-28,"HAJDÚ-BIHAR",58,47.4407848,21.4752281
"1290",2011-03-28,"HEVES",57,47.7884409,20.1714412
"1291",2011-03-28,"JÁSZ-NAGYKUN-SZOLNOK",89,47.2971598,20.453178
"1292",2011-03-28,"KOMÁROM-ESZTERGOM",28,47.6511599,18.2551911
"1293",2011-03-28,"NÓGRÁD",2,47.9873616,19.5472495
"1294",2011-03-28,"PEST",199,47.4942216,19.0529846
"1295",2011-03-28,"SOMOGY",37,46.439656,17.6212956
"1296",2011-03-28,"SZABOLCS-SZATMÁR-BEREG",97,48.0297821,22.0040108
"1297",2011-03-28,"TOLNA",36,46.4883447,18.5050005
"1298",2011-03-28,"VAS",25,47.1371935,16.780898
"1299",2011-03-28,"VESZPRÉM",75,47.0933824,17.9080406
"1300",2011-03-28,"ZALA",49,46.6713343,16.8894692
"1301",2011-04-04,"BUDAPEST",168,47.4978789,19.0402383
"1302",2011-04-04,"BARANYA",37,45.9714436,18.1669246
"1303",2011-04-04,"BÁCS-KISKUN",34,46.5809294,19.5128532
"1304",2011-04-04,"BÉKÉS",42,46.7862993,20.9820736
"1305",2011-04-04,"BORSOD-ABAÚJ-ZEMPLÉN",171,48.2397936,21.1353474
"1306",2011-04-04,"CSONGRÁD",133,46.7097618,20.1537305
"1307",2011-04-04,"FEJÉR",67,47.0939434,18.6088562
"1308",2011-04-04,"GYOR-MOSON-SOPRON",60,47.6610134,17.3796437
"1309",2011-04-04,"HAJDÚ-BIHAR",62,47.4407848,21.4752281
"1310",2011-04-04,"HEVES",63,47.7884409,20.1714412
"1311",2011-04-04,"JÁSZ-NAGYKUN-SZOLNOK",87,47.2971598,20.453178
"1312",2011-04-04,"KOMÁROM-ESZTERGOM",52,47.6511599,18.2551911
"1313",2011-04-04,"NÓGRÁD",7,47.9873616,19.5472495
"1314",2011-04-04,"PEST",143,47.4942216,19.0529846
"1315",2011-04-04,"SOMOGY",45,46.439656,17.6212956
"1316",2011-04-04,"SZABOLCS-SZATMÁR-BEREG",66,48.0297821,22.0040108
"1317",2011-04-04,"TOLNA",14,46.4883447,18.5050005
"1318",2011-04-04,"VAS",14,47.1371935,16.780898
"1319",2011-04-04,"VESZPRÉM",116,47.0933824,17.9080406
"1320",2011-04-04,"ZALA",41,46.6713343,16.8894692
"1321",2011-04-11,"BUDAPEST",181,47.4978789,19.0402383
"1322",2011-04-11,"BARANYA",53,45.9714436,18.1669246
"1323",2011-04-11,"BÁCS-KISKUN",48,46.5809294,19.5128532
"1324",2011-04-11,"BÉKÉS",38,46.7862993,20.9820736
"1325",2011-04-11,"BORSOD-ABAÚJ-ZEMPLÉN",109,48.2397936,21.1353474
"1326",2011-04-11,"CSONGRÁD",78,46.7097618,20.1537305
"1327",2011-04-11,"FEJÉR",114,47.0939434,18.6088562
"1328",2011-04-11,"GYOR-MOSON-SOPRON",55,47.6610134,17.3796437
"1329",2011-04-11,"HAJDÚ-BIHAR",83,47.4407848,21.4752281
"1330",2011-04-11,"HEVES",57,47.7884409,20.1714412
"1331",2011-04-11,"JÁSZ-NAGYKUN-SZOLNOK",79,47.2971598,20.453178
"1332",2011-04-11,"KOMÁROM-ESZTERGOM",39,47.6511599,18.2551911
"1333",2011-04-11,"NÓGRÁD",10,47.9873616,19.5472495
"1334",2011-04-11,"PEST",145,47.4942216,19.0529846
"1335",2011-04-11,"SOMOGY",57,46.439656,17.6212956
"1336",2011-04-11,"SZABOLCS-SZATMÁR-BEREG",88,48.0297821,22.0040108
"1337",2011-04-11,"TOLNA",13,46.4883447,18.5050005
"1338",2011-04-11,"VAS",27,47.1371935,16.780898
"1339",2011-04-11,"VESZPRÉM",74,47.0933824,17.9080406
"1340",2011-04-11,"ZALA",54,46.6713343,16.8894692
"1341",2011-04-18,"BUDAPEST",138,47.4978789,19.0402383
"1342",2011-04-18,"BARANYA",41,45.9714436,18.1669246
"1343",2011-04-18,"BÁCS-KISKUN",28,46.5809294,19.5128532
"1344",2011-04-18,"BÉKÉS",37,46.7862993,20.9820736
"1345",2011-04-18,"BORSOD-ABAÚJ-ZEMPLÉN",72,48.2397936,21.1353474
"1346",2011-04-18,"CSONGRÁD",14,46.7097618,20.1537305
"1347",2011-04-18,"FEJÉR",54,47.0939434,18.6088562
"1348",2011-04-18,"GYOR-MOSON-SOPRON",60,47.6610134,17.3796437
"1349",2011-04-18,"HAJDÚ-BIHAR",92,47.4407848,21.4752281
"1350",2011-04-18,"HEVES",30,47.7884409,20.1714412
"1351",2011-04-18,"JÁSZ-NAGYKUN-SZOLNOK",58,47.2971598,20.453178
"1352",2011-04-18,"KOMÁROM-ESZTERGOM",37,47.6511599,18.2551911
"1353",2011-04-18,"NÓGRÁD",2,47.9873616,19.5472495
"1354",2011-04-18,"PEST",106,47.4942216,19.0529846
"1355",2011-04-18,"SOMOGY",41,46.439656,17.6212956
"1356",2011-04-18,"SZABOLCS-SZATMÁR-BEREG",40,48.0297821,22.0040108
"1357",2011-04-18,"TOLNA",33,46.4883447,18.5050005
"1358",2011-04-18,"VAS",2,47.1371935,16.780898
"1359",2011-04-18,"VESZPRÉM",73,47.0933824,17.9080406
"1360",2011-04-18,"ZALA",22,46.6713343,16.8894692
"1361",2011-04-25,"BUDAPEST",129,47.4978789,19.0402383
"1362",2011-04-25,"BARANYA",28,45.9714436,18.1669246
"1363",2011-04-25,"BÁCS-KISKUN",45,46.5809294,19.5128532
"1364",2011-04-25,"BÉKÉS",73,46.7862993,20.9820736
"1365",2011-04-25,"BORSOD-ABAÚJ-ZEMPLÉN",75,48.2397936,21.1353474
"1366",2011-04-25,"CSONGRÁD",25,46.7097618,20.1537305
"1367",2011-04-25,"FEJÉR",51,47.0939434,18.6088562
"1368",2011-04-25,"GYOR-MOSON-SOPRON",50,47.6610134,17.3796437
"1369",2011-04-25,"HAJDÚ-BIHAR",49,47.4407848,21.4752281
"1370",2011-04-25,"HEVES",38,47.7884409,20.1714412
"1371",2011-04-25,"JÁSZ-NAGYKUN-SZOLNOK",47,47.2971598,20.453178
"1372",2011-04-25,"KOMÁROM-ESZTERGOM",20,47.6511599,18.2551911
"1373",2011-04-25,"NÓGRÁD",3,47.9873616,19.5472495
"1374",2011-04-25,"PEST",195,47.4942216,19.0529846
"1375",2011-04-25,"SOMOGY",31,46.439656,17.6212956
"1376",2011-04-25,"SZABOLCS-SZATMÁR-BEREG",33,48.0297821,22.0040108
"1377",2011-04-25,"TOLNA",8,46.4883447,18.5050005
"1378",2011-04-25,"VAS",11,47.1371935,16.780898
"1379",2011-04-25,"VESZPRÉM",74,47.0933824,17.9080406
"1380",2011-04-25,"ZALA",18,46.6713343,16.8894692
"1381",2011-05-02,"BUDAPEST",161,47.4978789,19.0402383
"1382",2011-05-02,"BARANYA",49,45.9714436,18.1669246
"1383",2011-05-02,"BÁCS-KISKUN",87,46.5809294,19.5128532
"1384",2011-05-02,"BÉKÉS",33,46.7862993,20.9820736
"1385",2011-05-02,"BORSOD-ABAÚJ-ZEMPLÉN",158,48.2397936,21.1353474
"1386",2011-05-02,"CSONGRÁD",54,46.7097618,20.1537305
"1387",2011-05-02,"FEJÉR",92,47.0939434,18.6088562
"1388",2011-05-02,"GYOR-MOSON-SOPRON",51,47.6610134,17.3796437
"1389",2011-05-02,"HAJDÚ-BIHAR",153,47.4407848,21.4752281
"1390",2011-05-02,"HEVES",47,47.7884409,20.1714412
"1391",2011-05-02,"JÁSZ-NAGYKUN-SZOLNOK",79,47.2971598,20.453178
"1392",2011-05-02,"KOMÁROM-ESZTERGOM",52,47.6511599,18.2551911
"1393",2011-05-02,"NÓGRÁD",2,47.9873616,19.5472495
"1394",2011-05-02,"PEST",149,47.4942216,19.0529846
"1395",2011-05-02,"SOMOGY",46,46.439656,17.6212956
"1396",2011-05-02,"SZABOLCS-SZATMÁR-BEREG",167,48.0297821,22.0040108
"1397",2011-05-02,"TOLNA",15,46.4883447,18.5050005
"1398",2011-05-02,"VAS",11,47.1371935,16.780898
"1399",2011-05-02,"VESZPRÉM",85,47.0933824,17.9080406
"1400",2011-05-02,"ZALA",65,46.6713343,16.8894692
"1401",2011-05-09,"BUDAPEST",121,47.4978789,19.0402383
"1402",2011-05-09,"BARANYA",17,45.9714436,18.1669246
"1403",2011-05-09,"BÁCS-KISKUN",71,46.5809294,19.5128532
"1404",2011-05-09,"BÉKÉS",53,46.7862993,20.9820736
"1405",2011-05-09,"BORSOD-ABAÚJ-ZEMPLÉN",101,48.2397936,21.1353474
"1406",2011-05-09,"CSONGRÁD",71,46.7097618,20.1537305
"1407",2011-05-09,"FEJÉR",58,47.0939434,18.6088562
"1408",2011-05-09,"GYOR-MOSON-SOPRON",60,47.6610134,17.3796437
"1409",2011-05-09,"HAJDÚ-BIHAR",119,47.4407848,21.4752281
"1410",2011-05-09,"HEVES",90,47.7884409,20.1714412
"1411",2011-05-09,"JÁSZ-NAGYKUN-SZOLNOK",62,47.2971598,20.453178
"1412",2011-05-09,"KOMÁROM-ESZTERGOM",18,47.6511599,18.2551911
"1413",2011-05-09,"NÓGRÁD",9,47.9873616,19.5472495
"1414",2011-05-09,"PEST",172,47.4942216,19.0529846
"1415",2011-05-09,"SOMOGY",21,46.439656,17.6212956
"1416",2011-05-09,"SZABOLCS-SZATMÁR-BEREG",128,48.0297821,22.0040108
"1417",2011-05-09,"TOLNA",22,46.4883447,18.5050005
"1418",2011-05-09,"VAS",14,47.1371935,16.780898
"1419",2011-05-09,"VESZPRÉM",102,47.0933824,17.9080406
"1420",2011-05-09,"ZALA",32,46.6713343,16.8894692
"1421",2011-05-16,"BUDAPEST",128,47.4978789,19.0402383
"1422",2011-05-16,"BARANYA",55,45.9714436,18.1669246
"1423",2011-05-16,"BÁCS-KISKUN",101,46.5809294,19.5128532
"1424",2011-05-16,"BÉKÉS",31,46.7862993,20.9820736
"1425",2011-05-16,"BORSOD-ABAÚJ-ZEMPLÉN",109,48.2397936,21.1353474
"1426",2011-05-16,"CSONGRÁD",95,46.7097618,20.1537305
"1427",2011-05-16,"FEJÉR",71,47.0939434,18.6088562
"1428",2011-05-16,"GYOR-MOSON-SOPRON",52,47.6610134,17.3796437
"1429",2011-05-16,"HAJDÚ-BIHAR",69,47.4407848,21.4752281
"1430",2011-05-16,"HEVES",60,47.7884409,20.1714412
"1431",2011-05-16,"JÁSZ-NAGYKUN-SZOLNOK",57,47.2971598,20.453178
"1432",2011-05-16,"KOMÁROM-ESZTERGOM",47,47.6511599,18.2551911
"1433",2011-05-16,"NÓGRÁD",35,47.9873616,19.5472495
"1434",2011-05-16,"PEST",152,47.4942216,19.0529846
"1435",2011-05-16,"SOMOGY",31,46.439656,17.6212956
